1573691101,719.500
1573694701,719.500
1573698301,719.500
1573701901,719.500
1573705501,719.000
1573709101,719.500
1573712701,719.500
1573716301,719.000
1573719901,718.500
1573723501,719.500
1573727101,719.500
1573730702,718.500
1573734301,719.500
1573737901,718.500
1573741501,718.500
1573745101,719.500
1573748701,719.500
1573752301,719.500
1573755901,719.500
1573759501,718.000
1573763101,719.500
1573766701,719.500
1573770301,719.500
1573773901,718.500
1573777501,719.500
1573781101,719.000
1573784701,719.000
1573788301,719.000
1573791901,719.500
1573795501,719.500
1573799101,719.500
1573802701,719.500
1573806301,718.500
1573809901,718.000
1573813501,719.500
1573817101,718.500
1573820701,719.500
1573824301,719.500
1573827901,719.000
1573831501,719.500
1573835101,719.500
1573838701,719.500
1573842301,719.000
1573845901,719.000
1573849501,719.500
1573853101,719.000
1573856701,719.000
1573860301,719.000
